ADDRESS,INC1,INC2,INC3,INC4,LOC_CODE,CASE_NUMBER,TIME,DATE,DAY_FROM,DATE_FROM,TIME_FROM,DAY_TO,DATE_TO,TIME_TO,LOSS,DAMG,ObjectId
4800 BLOCK PIONEERS BLVD,23500,42000,0,0,34,C3-110673,745,12/13/2023,TUE,12/12/2023,2200,WED,12/13/2023,745,0,300,29233
UNKNOWN CITY OF LINCOLN,5333,0,0,0,99,C3-110674,836,12/13/2023,TUE,10/31/2023,1900,TUE,10/31/2023,836,0,0,29234
180 / CORNHUSKER,27222,26111,8000,0,1,C3-110675,757,12/13/2023,WED,12/13/2023,757,,,757,0,0,29235
1800 BLOCK KENNEDY DR,8222,42000,0,0,80,C3-110679,808,12/13/2023,TUE,12/12/2023,2230,TUE,12/12/2023,808,0,500,29236
3800 BLOCK OLD CHENEY RD,23300,0,0,0,22,C3-110683,904,12/13/2023,SAT,12/9/2023,1139,SAT,12/9/2023,904,0,0,29237
200 BLOCK COTTONWOOD DR,11999,0,0,0,80,C3-110693,1008,12/13/2023,WED,12/13/2023,1,WED,12/13/2023,1008,0,0,29238
4600 BLOCK PRESCOTT AVE,23500,0,0,0,84,C3-110716,1025,12/13/2023,TUE,12/12/2023,2030,WED,12/13/2023,1025,0,0,29239
3500 BLOCK NW LIME CT,24255,0,0,0,81,C3-110721,1048,12/13/2023,WED,12/13/2023,1000,WED,12/13/2023,1048,0,0,29240
8900 BLOCK ANDERMATT DR,42000,0,0,0,22,C3-110724,1144,12/13/2023,WED,12/13/2023,1134,WED,12/13/2023,1144,0,500,29241
1100 BLOCK MILITARY RD,23400,0,0,0,75,C3-110740,1244,12/13/2023,WED,12/13/2023,1120,WED,12/13/2023,1244,0,0,29242
1600 BLOCK W WASHINGTON ST,25211,0,0,0,80,C3-110743,1249,12/13/2023,,12/12/2023,700,,,1249,0,0,29243
3700 BLOCK CORNHUSKER HWY,23900,0,0,0,15,C3-110754,1250,12/13/2023,MON,12/11/2023,208,MON,12/11/2023,1250,0,0,29244
1600 BLOCK LAKE ST,25211,0,0,0,75,C3-110758,1331,12/13/2023,,12/13/2023,1315,,,1331,0,0,29245
CITY OF LINCOLN,54111,0,0,0,99,C3-110759,1336,12/13/2023,FRI,12/8/2023,1230,SAT,12/9/2023,1336,0,0,29246
3500 BLOCK N 48TH ST,12000,0,0,0,36,C3-110763,1343,12/13/2023,SAT,12/9/2023,1500,TUE,12/12/2023,1343,0,0,29247
2600 BLOCK N 63RD ST,42000,0,0,0,90,C3-110768,1354,12/13/2023,WED,12/13/2023,855,WED,12/13/2023,1354,0,100,29248
800 BLOCK N ST,12000,0,0,0,84,C3-110769,1351,12/13/2023,SAT,12/9/2023,100,,,1351,0,0,29249
4100 BLOCK A ST,13000,0,0,0,80,C3-110770,1352,12/13/2023,TUE,12/12/2023,0,TUE,12/12/2023,1352,0,0,29250
3500 BLOCK N 27TH ST,23300,0,0,0,22,C3-110779,1323,12/13/2023,TUE,12/12/2023,1039,TUE,12/12/2023,1323,0,0,29251
UNKNOWN,17100,0,0,0,99,C3-110782,1532,12/13/2023,MON,12/11/2023,1200,,,1532,0,0,29252
100 BLOCK Q ST,23400,0,0,0,75,C3-110784,1521,12/13/2023,FRI,12/8/2023,1700,MON,12/11/2023,1521,0,0,29253
700 BLOCK LAKESIDE DR,6000,5222,0,0,84,C3-112066,141,12/18/2023,MON,12/18/2023,141,,,141,0,0,29254
3300 BLOCK RIDGE PARK DR,13000,0,0,0,82,C3-111882,837,12/17/2023,SAT,12/16/2023,1700,SUN,12/17/2023,837,0,0,29255
1500 BLOCK CORNHUSKER HWY,41000,0,0,0,15,C3-111397,1414,12/15/2023,THU,12/14/2023,400,THU,12/14/2023,1414,0,0,29256
4400 BLOCK CLEVELAND AVE,8000,0,0,0,82,C3-110794,1608,12/13/2023,WED,12/13/2023,1601,WED,12/13/2023,1608,0,0,29257
1600 BLOCK S 6TH ST,41000,0,0,0,1,C3-111885,856,12/17/2023,SUN,12/17/2023,130,SUN,12/17/2023,856,0,0,29258
200 BLOCK GROVELAND ST,13000,0,0,0,80,C3-110796,1631,12/13/2023,WED,12/13/2023,1540,WED,12/13/2023,1631,0,0,29259
3800 BLOCK OLD CHENEY RD,14900,0,0,0,12,C3-111398,1550,12/15/2023,FRI,12/8/2023,2330,FRI,12/8/2023,1550,0,0,29260
5000 BLOCK SOUTHWOOD CIR,27111,0,0,0,82,C3-112069,143,12/18/2023,MON,12/18/2023,143,,,143,0,0,29261
20TH/J-G ST,23500,0,0,0,1,C3-111017,1105,12/14/2023,THU,12/14/2023,1055,THU,12/14/2023,1105,0,0,29262
5100 BLOCK HUNTINGTON AVE,5222,0,0,0,80,C3-111624,905,12/16/2023,SAT,12/16/2023,845,SAT,12/16/2023,905,0,0,29263
1000 BLOCK W BOND ST,41000,0,0,0,86,C3-111628,926,12/16/2023,THU,10/26/2023,0,SAT,11/4/2023,926,0,0,29264
2500 BLOCK NW 4TH ST,25211,0,0,0,80,C3-111630,943,12/16/2023,,12/16/2023,430,,,943,0,0,29265
5000 BLOCK SHERMAN ST,9900,0,0,0,80,C3-111636,959,12/16/2023,SAT,12/16/2023,959,,,959,0,0,29266
1400 BLOCK E ST,6000,0,0,0,84,C3-111637,1004,12/16/2023,FRI,12/8/2023,1600,SAT,12/16/2023,1004,0,0,29267
6000 BLOCK MERIDIAN DR,41000,42000,0,0,84,C3-111640,1023,12/16/2023,THU,12/14/2023,2300,FRI,12/15/2023,1023,0,200,29268
5000 BLOCK R ST,41000,0,0,0,84,C3-111181,2043,12/14/2023,TUE,12/12/2023,1900,WED,12/13/2023,2043,0,300,29269
1800 BLOCK KNOX ST,5555,0,0,0,1,C3-111890,939,12/17/2023,SUN,12/17/2023,939,,,939,0,0,29270
3000 BLOCK SHELLEY ST,13000,0,0,0,1,C3-110798,1625,12/13/2023,WED,12/13/2023,1620,WED,12/13/2023,1625,0,0,29271
4300 BLOCK O ST,6000,0,0,0,28,C3-111641,1028,12/16/2023,SAT,12/16/2023,552,SAT,12/16/2023,1028,0,500,29272
2500 BLOCK N 9TH ST,13000,9000,0,0,84,C3-112072,258,12/18/2023,MON,12/18/2023,250,MON,12/18/2023,258,0,0,29273
7200 BLOCK VAN DORN ST,11200,0,0,0,76,C3-111399,1553,12/15/2023,TUE,12/12/2023,1530,TUE,12/12/2023,1553,0,0,29274
3400 BLOCK N 85TH ST,23300,0,0,0,17,C3-111020,1127,12/14/2023,THU,12/14/2023,1115,THU,12/14/2023,1127,0,0,29275
2700 BLOCK S 14TH ST,29600,0,0,0,80,C3-111184,2124,12/14/2023,MON,12/11/2023,1300,THU,12/14/2023,2124,0,0,29276
2100 BLOCK W Q ST,61000,0,0,0,84,C3-111891,926,12/17/2023,SUN,12/17/2023,920,SUN,12/17/2023,926,0,0,29277
4300 BLOCK BELLVILLE DR,25211,0,0,0,80,C3-110809,1603,12/13/2023,,12/12/2023,2000,,,1603,0,0,29278
1300 BLOCK N 29TH ST,24244,0,0,0,80,C3-111644,1037,12/16/2023,TUE,12/12/2023,1300,FRI,12/15/2023,1037,0,0,29279
1500 BLOCK HILLTOP RD,27111,26111,0,0,84,C3-112073,313,12/18/2023,MON,12/18/2023,313,,,313,0,0,29280
4000 BLOCK HOHENSEE DR,42000,0,0,0,84,C3-111403,1323,12/15/2023,THU,12/7/2023,1200,FRI,12/8/2023,1323,0,200,29281
5400 BLOCK S 56TH ST,23300,0,0,0,21,C3-111021,1124,12/14/2023,WED,12/13/2023,1010,WED,12/13/2023,1124,0,0,29282
8400 BLOCK S 48TH ST,5222,0,0,0,84,C3-111186,2128,12/14/2023,THU,12/14/2023,2128,,,2128,0,0,29283
6100 BLOCK O ST,23500,42000,0,0,28,C3-111894,1020,12/17/2023,FRI,12/15/2023,1240,FRI,12/15/2023,1020,0,50,29284
1900 BLOCK KNOX ST,29500,0,0,0,84,C3-110813,1659,12/13/2023,WED,12/13/2023,800,WED,12/13/2023,1659,0,0,29285
5500 BLOCK R ST,12000,0,0,0,80,C3-111648,1042,12/16/2023,SAT,12/16/2023,1030,SAT,12/16/2023,1042,0,0,29286
7100 BLOCK HOLMES PARK RD,45111,0,0,0,84,C3-112074,316,12/18/2023,MON,12/18/2023,300,MON,12/18/2023,316,0,100,29287
S 14TH ST / O ST - N ST,5222,0,0,0,3,C3-111409,1609,12/15/2023,FRI,12/15/2023,1600,,,1609,0,0,29288
600 BLOCK S 20TH ST,42000,24244,0,0,84,C3-111023,1156,12/14/2023,WED,12/13/2023,2100,THU,12/14/2023,1156,0,675,29289
100 BLOCK N 10TH ST,12000,42000,24244,0,12,C3-111193,2203,12/14/2023,THU,12/14/2023,2203,,,2203,0,10,29290
UNKNOWN,54111,0,0,0,81,C3-111900,1040,12/17/2023,WED,3/1/2023,0,SUN,12/17/2023,1040,0,0,29291
2400 BLOCK CALUMET CT,23500,0,0,0,1,C3-111901,1047,12/17/2023,MON,12/4/2023,1800,TUE,12/5/2023,1047,0,0,29292
3000 BLOCK PINE LAKE RD,23300,0,0,0,26,C3-111908,1200,12/17/2023,SUN,12/17/2023,1126,SUN,12/17/2023,1200,0,0,29293
2000 BLOCK W O ST,23400,0,0,0,86,C3-111913,1156,12/17/2023,SUN,9/17/2023,1,SUN,12/17/2023,1156,0,0,29294
400 BLOCK S 46TH ST,23400,0,0,0,80,C3-111914,1220,12/17/2023,WED,10/11/2023,0,SUN,12/17/2023,1220,0,0,29295
5500 BLOCK SUPERIOR ST,23300,0,0,0,36,C3-111921,1319,12/17/2023,SUN,12/17/2023,1102,SUN,12/17/2023,1319,0,0,29296
5500 BLOCK SUPERIOR ST,23300,0,0,0,36,C3-111923,1340,12/17/2023,SUN,12/17/2023,1104,SUN,12/17/2023,1340,0,0,29297
5400 BLOCK S 56TH ST,29500,0,0,0,21,C3-111928,1349,12/17/2023,SAT,12/16/2023,1758,SAT,12/16/2023,1349,0,0,29298
200 BLOCK N 48TH ST,23300,29500,0,0,21,C3-111930,1431,12/17/2023,SAT,12/16/2023,1732,SAT,12/16/2023,1431,0,0,29299
421 N 44TH ST #1313,56366,0,0,0,84,C3-111931,1439,12/17/2023,SUN,12/17/2023,1400,SUN,12/17/2023,1439,0,0,29300
1600 BLOCK S FOLSOM ST,9300,0,0,0,84,C3-111936,1452,12/17/2023,SUN,12/17/2023,1445,,,1452,0,0,29301
3400 BLOCK N 58TH ST,23900,0,0,0,80,C3-111937,1444,12/17/2023,SUN,12/17/2023,1444,SUN,12/17/2023,1444,0,0,29302
1600 BLOCK SOUTH ST,23800,0,0,0,36,C3-111945,1532,12/17/2023,SUN,12/17/2023,1450,SUN,12/17/2023,1532,0,0,29303
N 2ND ST / FAIRFIELD ST,27111,0,0,0,1,C3-111946,1519,12/17/2023,SUN,12/17/2023,1519,,,1519,0,0,29304
5600 BLOCK S 59TH ST,29500,17400,0,0,61,C3-111956,1612,12/17/2023,TUE,12/5/2023,815,SUN,12/17/2023,1612,0,0,29305
1400 BLOCK OTOE ST,23900,0,0,0,80,C3-111961,1644,12/17/2023,TUE,12/12/2023,1100,TUE,12/12/2023,1644,0,0,29306
200 BLOCK N 48TH ST,23300,14400,0,0,21,C3-111963,1642,12/17/2023,SUN,12/17/2023,1624,SUN,12/17/2023,1642,0,0,29307
1800 BLOCK S 40TH ST,5222,0,0,0,84,C3-111966,1646,12/17/2023,SAT,12/16/2023,2130,SAT,12/16/2023,1646,0,0,29308
300 BLOCK CANOPY ST,5222,0,0,0,12,C3-111967,1652,12/17/2023,SUN,12/17/2023,1530,SUN,12/17/2023,1652,0,0,29309
1440 OTOE ST,23400,0,0,0,80,C3-111971,1708,12/17/2023,FRI,12/15/2023,1200,FRI,12/15/2023,1708,0,0,29310
1400 BLOCK OTOE ST,23400,0,0,0,80,C3-111972,1708,12/17/2023,SUN,12/17/2023,800,SUN,12/17/2023,1708,0,0,29311
9100 BLOCK NEBRASKA PKWY,35333,0,0,0,1,C3-111973,1554,12/17/2023,SUN,12/17/2023,1500,SUN,12/17/2023,1554,0,0,29312
CITY OF LINCOLN,61000,0,0,0,69,C3-111975,1713,12/17/2023,SUN,12/17/2023,600,SUN,12/17/2023,1713,0,0,29313
1100 BLOCK GOODHUE BLVD,42000,0,0,0,84,C3-111976,1658,12/17/2023,FRI,12/15/2023,1930,SUN,12/17/2023,1658,0,300,29314
CITY OF LINCOLN CYBER,29510,0,0,0,69,C3-111987,1758,12/17/2023,WED,12/13/2023,930,SUN,12/17/2023,1758,0,0,29315
1200 BLOCK RADCLIFF ST,5222,0,0,0,75,C3-111989,1800,12/17/2023,SUN,12/17/2023,1745,SUN,12/17/2023,1800,0,0,29316
4300 BLOCK N 1ST ST,13000,0,0,0,84,C3-111992,1820,12/17/2023,SUN,12/17/2023,1810,,,1820,0,0,29317
400 BLOCK PINNACLE ARENA DR,54111,0,0,0,99,C3-111997,1758,12/17/2023,SUN,12/17/2023,1400,SUN,12/17/2023,1758,0,0,29318
6400 BLOCK BURLINGTON AVE,23600,0,0,0,83,C3-112000,1847,12/17/2023,SUN,12/17/2023,530,SUN,12/17/2023,1847,0,0,29319
1600 BLOCK S 22ND ST,5222,0,0,0,80,C3-112001,1849,12/17/2023,SUN,12/17/2023,1835,SUN,12/17/2023,1849,0,0,29320
100 BLOCK WEDGEWOOD DR,61000,0,0,0,69,C3-112007,1926,12/17/2023,SUN,12/17/2023,1926,,,1926,0,0,29321
5000 BLOCK VALLEY FORGE RD,42000,0,0,0,1,C3-112008,1915,12/17/2023,WED,12/13/2023,1,,,1915,0,100,29322
2200 BLOCK SW 19TH ST,42100,0,0,0,82,C3-112016,2041,12/17/2023,SUN,12/17/2023,1900,SUN,12/17/2023,2041,0,200,29323
3100 BLOCK N HILL RD,12000,0,0,0,84,C3-112019,2047,12/17/2023,SUN,12/17/2023,2047,,,2047,0,0,29324
5700 BLOCK S 50TH ST,29410,0,0,0,80,C3-112030,2153,12/17/2023,SUN,12/17/2023,1500,SUN,12/17/2023,2153,0,0,29325
1400 BLOCK SUMNER ST,6000,5333,5222,0,82,C3-112032,2159,12/17/2023,SUN,12/17/2023,2130,SUN,12/17/2023,2159,0,0,29326
1900 BLOCK GARFIELD ST,25211,0,0,0,80,C3-112033,2205,12/17/2023,,12/17/2023,1000,,,2205,0,0,29327
3700 BLOCK CLEVELAND AVE,61000,0,0,0,80,C3-112034,2219,12/17/2023,SUN,12/17/2023,2207,SUN,12/17/2023,2219,0,0,29328
600 BLOCK N 86TH ST,13000,0,0,0,80,C3-112038,2248,12/17/2023,SUN,12/17/2023,1200,SUN,12/17/2023,2248,0,0,29329
700 BLOCK W BELLEZZA ST,25111,0,0,0,82,C3-112043,2318,12/17/2023,,12/17/2023,2300,,,2318,0,0,29330
FARGO,4,OUTSIDE CRIME REPORT,,,,99,30,2359,12/17/2023,SUN,6/1/2014,0,MON,6/30/2014,1877 SHAW,0,29331
SAGINAW,999,OUTSIDE CRIME REPORT,,,,99,50,2359,12/17/2023,SUN,12/1/2019,0,FRI,1/31/2020,1877 SHAW,0,29332
S 27TH ST / TIPPERARY TRL,27111,0,0,0,1,C3-112053,18,12/18/2023,MON,12/18/2023,0,MON,12/18/2023,18,0,0,29333
1900 BLOCK SW 27TH ST,25211,0,0,0,84,C3-112055,2343,12/17/2023,,12/15/2023,1700,,,2343,0,0,29334
5000 BLOCK SOUTHWOOD CIR,5222,0,0,0,82,C3-112060,104,12/18/2023,MON,12/18/2023,30,MON,12/18/2023,104,0,0,29335
2700 BLOCK N 61ST ST,23900,0,0,0,3,C3-110815,1702,12/13/2023,WED,12/13/2023,1500,WED,12/13/2023,1702,0,0,29336
2900 BLOCK DUDLEY ST,25211,0,0,0,80,C3-112083,538,12/18/2023,,12/17/2023,2300,,,538,0,0,29337
2600 BLOCK FAIRFIELD ST,42000,0,0,0,60,C3-111024,1158,12/14/2023,FRI,12/8/2023,1700,SAT,12/9/2023,1158,0,400,29338
2400 BLOCK E ST,42000,0,0,0,3,C3-111650,1050,12/16/2023,THU,12/14/2023,800,SAT,12/16/2023,1050,0,50,29339
Q ST /  N 8TH ST - N 9TH ST,27111,0,0,0,1,C3-111194,2208,12/14/2023,THU,12/14/2023,2201,,,2208,0,0,29340
1900 BLOCK SW 26TH ST,13000,0,0,0,80,C3-111195,2209,12/14/2023,THU,12/14/2023,2130,THU,12/14/2023,2209,0,0,29341
2200 BLOCK J ST,25211,0,0,0,90,C3-111411,1606,12/15/2023,,12/15/2023,1545,,,1606,0,0,29342
1100 BLOCK ARAPAHOE ST,6000,0,0,0,28,C3-112091,653,12/18/2023,MON,12/18/2023,640,,,653,0,0,29343
CITY OF LINCOLN,54111,0,0,0,99,C3-111197,2215,12/14/2023,TUE,12/5/2023,1200,THU,12/14/2023,2215,0,0,29344
CITY OF LINCOLN,54112,0,0,0,84,C3-111025,1202,12/14/2023,WED,11/1/2023,0,THU,12/14/2023,1202,0,0,29345
100 BLOCK N 32ND ST,11200,0,0,0,84,C3-111658,1138,12/16/2023,SUN,12/10/2023,1200,SAT,12/16/2023,1138,0,0,29346
6300 BLOCK APPLES WAY,12000,0,0,0,59,C3-111412,1600,12/15/2023,FRI,12/15/2023,1500,FRI,12/15/2023,1600,0,0,29347
5900 BLOCK VANDERVOORT DR,35444,0,0,0,86,C3-110819,1712,12/13/2023,TUE,12/12/2023,1200,WED,12/13/2023,1712,0,0,29348
100 BLOCK S 90TH ST,23500,0,0,0,84,C3-112093,718,12/18/2023,SUN,12/17/2023,1800,MON,12/18/2023,718,0,0,29349
3800 BLOCK NW 57TH ST,25211,0,0,0,80,C3-111202,2243,12/14/2023,,12/14/2023,2240,,,2243,0,0,29350
1200 BLOCK SOUTH ST,42000,0,0,0,13,C3-111026,1201,12/14/2023,THU,12/14/2023,1155,THU,12/14/2023,1201,0,250,29351
6100 BLOCK O ST,54111,0,0,0,29,C3-111665,1206,12/16/2023,FRI,12/15/2023,2100,FRI,12/15/2023,1206,0,0,29352
800 BLOCK S 30TH ST,9000,0,0,0,82,C3-111420,1548,12/15/2023,FRI,12/15/2023,1500,FRI,12/15/2023,1548,0,0,29353
1000 BLOCK N 27TH ST,27111,0,0,0,97,C3-110829,1801,12/13/2023,WED,12/13/2023,1738,WED,12/13/2023,1801,0,0,29354
2200 BLOCK ORCHARD ST,5222,0,0,0,82,C3-112106,800,12/18/2023,MON,12/18/2023,700,MON,12/18/2023,800,0,0,29355
3600 BLOCK BALDWIN AVE,5222,0,0,0,83,C3-111215,2341,12/14/2023,WED,12/13/2023,1800,THU,12/14/2023,2341,0,0,29356
4200 BLOCK PINEWOOD LN,11200,0,0,0,80,C3-111028,1212,12/14/2023,TUE,12/12/2023,0,THU,12/14/2023,1212,0,0,29357
CITY OF LINCOLN,54111,0,0,0,99,C3-111676,1234,12/16/2023,FRI,12/15/2023,2300,SAT,12/16/2023,1234,0,0,29358
7100 BLOCK S 29TH ST,61000,0,0,0,59,C3-111422,1513,12/15/2023,FRI,12/15/2023,1435,FRI,12/15/2023,1513,0,0,29359
NW 48 ST / I80,27111,26111,0,0,1,C3-110834,1900,12/13/2023,TUE,12/12/2023,1813,TUE,12/12/2023,1900,0,0,29360
1700 BLOCK D ST,12000,0,0,0,84,C3-112107,813,12/18/2023,FRI,12/1/2023,1,MON,12/18/2023,813,0,0,29361
4200 BLOCK FAIR ST,23400,0,0,0,47,C3-111219,16,12/15/2023,THU,12/14/2023,1500,THU,12/14/2023,16,0,0,29362
1800 BLOCK GARFIELD ST,9522,0,0,0,80,C3-111032,1222,12/14/2023,WED,12/13/2023,1720,,,1222,0,0,29363
900 BLOCK S 10TH ST,27111,24244,26111,0,80,C3-112110,820,12/18/2023,MON,12/18/2023,745,MON,12/18/2023,820,0,0,29364
1800 BLOCK KNOX ST,13000,0,0,0,84,C3-111681,1317,12/16/2023,SAT,12/16/2023,1300,SAT,12/16/2023,1317,0,0,29365
7200 BLOCK PIONEERS BLVD,25211,0,0,0,84,C3-111424,1632,12/15/2023,,12/15/2023,1600,,,1632,0,0,29366
1800 BLOCK RIDGEHAVEN CT,9522,0,0,0,1,C3-110848,1854,12/13/2023,WED,12/13/2023,1830,WED,12/13/2023,1854,0,0,29367
2600 BLOCK S 48TH ST,23300,0,0,0,18,C3-112115,818,12/18/2023,WED,12/13/2023,1308,WED,12/13/2023,818,0,0,29368
100 BLOCK N 56TH ST,29300,0,0,0,61,C3-111684,1356,12/16/2023,WED,12/6/2023,1740,WED,12/6/2023,1356,0,0,29369
3100 BLOCK N 70TH ST,24166,0,0,0,82,C3-111425,1627,12/15/2023,FRI,12/15/2023,1600,FRI,12/15/2023,1627,0,1,29370
1100 BLOCK TURTLE CREEK RD,12401,0,0,0,82,C3-111222,28,12/15/2023,FRI,12/15/2023,28,,,28,0,0,29371
3300 BLOCK HOLDREGE ST,5222,42000,0,0,25,C3-111033,1221,12/14/2023,THU,12/14/2023,1215,THU,12/14/2023,1221,0,115,29372
2600 BLOCK W SUMNER ST,6000,0,0,0,80,C3-110853,1906,12/13/2023,WED,12/13/2023,1900,WED,12/13/2023,1906,0,150,29373
6600 BLOCK SALINE DR,25211,0,0,0,80,C3-112117,800,12/18/2023,,12/18/2023,800,,,800,0,0,29374
300 BLOCK W O ST,17400,29500,0,0,24,C3-111431,1609,12/15/2023,THU,12/14/2023,800,FRI,12/15/2023,1609,0,0,29375
4100 BLOCK NW 49TH ST,5222,0,0,0,82,C3-111685,1357,12/16/2023,SAT,12/16/2023,1300,SAT,12/16/2023,1357,0,0,29376
2900 BLOCK Y ST,42000,0,0,0,1,C3-111235,214,12/15/2023,FRI,12/15/2023,0,FRI,12/15/2023,214,0,400,29377
6600 BLOCK SALINE DR,25211,0,0,0,80,C3-111035,1222,12/14/2023,,12/14/2023,1200,,,1222,0,0,29378
INTERNET/CYBERSPACE,52000,0,0,0,69,C3-110855,1847,12/13/2023,WED,12/13/2023,1,WED,12/13/2023,1847,0,0,29379
10200 BLOCK INA ST,6000,0,0,0,37,C3-112122,815,12/18/2023,FRI,12/15/2023,1700,MON,12/18/2023,815,0,200,29380
800 BLOCK FALLBROOK BLVD,23300,0,0,0,17,C3-111433,1512,12/15/2023,THU,12/14/2023,2049,THU,12/14/2023,1512,0,0,29381
3400 BLOCK N 85TH ST,23300,0,0,0,17,C3-111686,1352,12/16/2023,SAT,12/16/2023,1351,,,1352,0,0,29382
2400 BLOCK TAMARIN RIDGE RD,13000,0,0,0,84,C3-111246,355,12/15/2023,THU,12/14/2023,2100,FRI,12/15/2023,355,0,0,29383
3300 BLOCK GREGORY ST,27111,26111,0,0,1,C3-111036,1242,12/14/2023,THU,12/14/2023,1120,THU,12/14/2023,1242,0,0,29384
3500 BLOCK VINE ST,23500,42000,0,0,80,C3-110856,1807,12/13/2023,TUE,12/12/2023,1530,WED,12/13/2023,1807,0,250,29385
2000 BLOCK S 20TH ST,5111,0,0,0,96,C3-112126,850,12/18/2023,SUN,12/17/2023,804,SUN,12/17/2023,850,0,0,29386
5300 BLOCK S 56TH ST,23300,14400,0,0,17,C3-111436,1657,12/15/2023,FRI,12/8/2023,1651,FRI,12/8/2023,1657,0,0,29387
1400 BLOCK S 17TH ST,27000,0,0,0,28,C3-111687,1412,12/16/2023,FRI,12/15/2023,1905,,,1412,0,0,29388
4900 BLOCK W CHAMPION CT,9900,0,0,0,80,C3-111255,421,12/15/2023,FRI,12/1/2023,800,FRI,12/15/2023,421,0,0,29389
3300 BLOCK SAINT PAUL AVE,23800,0,0,0,80,C3-111048,1318,12/14/2023,SUN,12/10/2023,1200,THU,12/14/2023,1318,0,0,29390
4600 BLOCK BRIARPARK DR,5222,0,0,0,84,C3-110858,1920,12/13/2023,WED,12/13/2023,1200,WED,12/13/2023,1920,0,0,29391
1600 BLOCK W B ST,25211,0,0,0,80,C3-112129,830,12/18/2023,,12/17/2023,30,,,830,0,0,29392
800 BLOCK FALLBROOK BLVD,23300,0,0,0,17,C3-111440,1730,12/15/2023,THU,11/30/2023,1602,THU,11/30/2023,1730,0,0,29393
5900 BLOCK S 97TH ST,9000,0,0,0,80,C3-111696,1442,12/16/2023,SAT,12/16/2023,1330,SAT,12/16/2023,1442,0,0,29394
UNKNOWN,54111,0,0,0,80,C3-111256,253,12/15/2023,SUN,10/1/2023,800,,,253,0,0,29395
3600 BLOCK SUMNER ST,9522,0,0,0,80,C3-111053,1322,12/14/2023,WED,12/13/2023,1630,WED,12/13/2023,1322,0,0,29396
3500 BLOCK N 27TH ST,29500,17400,0,0,17,C3-112133,904,12/18/2023,FRI,12/15/2023,1402,,,904,0,0,29397
5300 BLOCK S 56TH ST,14400,23300,0,0,17,C3-111443,1734,12/15/2023,FRI,12/8/2023,1312,FRI,12/8/2023,1734,0,0,29398
100 BLOCK TRENRIDGE WY,9000,0,0,0,84,C3-111702,1501,12/16/2023,SAT,12/9/2023,1,SAT,12/16/2023,1501,0,0,29399
4900 BLOCK MADISON AVE,56366,0,0,0,82,C3-111266,707,12/15/2023,FRI,12/15/2023,700,FRI,12/15/2023,707,0,0,29400
1900 BLOCK YOLANDE AVE,5222,0,0,0,34,C3-111058,1358,12/14/2023,THU,12/14/2023,1345,THU,12/14/2023,1358,0,0,29401
3200 BLOCK Y ST,42000,0,0,0,82,C3-111277,807,12/15/2023,THU,12/14/2023,2200,FRI,12/15/2023,807,0,200,29402
2200 BLOCK S 48TH ST,6000,0,0,0,80,C3-112134,917,12/18/2023,SAT,12/16/2023,900,MON,12/18/2023,917,0,0,29403
7000 BLOCK HUSKER CIR,23500,0,0,0,24,C3-110861,1906,12/13/2023,WED,12/13/2023,1100,WED,12/13/2023,1906,0,0,29404
5300 BLOCK S 56TH ST,14400,23300,0,0,17,C3-111444,1734,12/15/2023,WED,11/15/2023,1440,WED,11/15/2023,1734,0,0,29405
500 BLOCK W SAUNDERS AVE,42000,0,0,0,84,C3-111704,1350,12/16/2023,FRI,12/15/2023,1830,SAT,12/16/2023,1350,0,600,29406
S 12TH ST / PLUM-PEACH ST,27111,26111,0,0,2,C3-111060,1411,12/14/2023,THU,12/14/2023,1210,THU,12/14/2023,1411,0,0,29407
S 46TH ST / BROWNING CT SS,42000,0,0,0,3,C3-111278,756,12/15/2023,FRI,12/15/2023,525,FRI,12/15/2023,756,0,700,29408
400 BLOCK N 36TH ST,5222,9000,0,0,84,C3-112137,743,12/18/2023,MON,12/18/2023,30,MON,12/18/2023,743,0,0,29409
CITY OF LINCOLN,12000,0,0,0,99,C3-110862,1828,12/13/2023,TUE,8/1/2023,0,WED,12/13/2023,1828,0,0,29410
2100 BLOCK N 27TH ST,23400,0,0,0,76,C3-111447,1721,12/15/2023,FRI,12/15/2023,1405,,,1721,0,0,29411
5500 BLOCK S 31ST ST,52000,0,0,0,69,C3-111707,1518,12/16/2023,WED,11/1/2023,1,SAT,12/16/2023,1518,0,0,29412
1300 BLOCK S 14TH ST,61000,0,0,0,80,C3-111062,1414,12/14/2023,THU,12/14/2023,1414,,,1414,0,0,29413
900 BLOCK BENTON ST,23500,0,0,0,80,C3-111284,835,12/15/2023,FRI,12/15/2023,100,FRI,12/15/2023,835,0,0,29414
3800 BLOCK W O ST,24255,0,0,0,75,C3-112140,927,12/18/2023,TUE,12/12/2023,2024,WED,12/13/2023,927,0,0,29415
900 BLOCK ROCKHURST DR,12000,0,0,0,80,C3-110864,1926,12/13/2023,WED,12/13/2023,1900,WED,12/13/2023,1926,0,0,29416
7300 BLOCK OF CANDLETREE,6000,0,0,0,84,C3-111448,1741,12/15/2023,THU,12/14/2023,2100,FRI,12/15/2023,1741,0,50,29417
1000 BLOCK HUMPHREY AVE,25211,0,0,0,80,C3-111066,1431,12/14/2023,,12/14/2023,1410,,,1431,0,0,29418
