VDAT,AGE,RACE,SEX,VTIM,TICK_,CHGNO,RKY,ONST,ATST,BTST,CITED,CHARGED,CB,ObjectId
2019/11/21 00:00:00+00,18,W,M,2310,LB649628,1,,S 14,O,N,2189,DISOBEY TRAFFIC CONTROL SIGN OR DEVICE,C,44591
2019/11/22 00:00:00+00,20,W,F,517,LB651639,1,,S FOLSOM,ROSA PARKS WAY,-,1331,VIOLATE STOP SIGN,C,44592
2019/11/22 00:00:00+00,20,W,F,517,LB651639,2,,S FOLSOM,ROSA PARKS WAY,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44593
2019/11/21 00:00:00+00,23,W,M,2159,LB648557,1,,S 21,L,-,2167,IMPROPER REGISTRATION,C,44594
2019/11/21 00:00:00+00,23,W,M,2159,LB648557,2,,S 21,L,-,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,44595
2019/11/20 00:00:00+00,21,H,M,1940,LB648556,1,,N 33,VINE,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,44596
2019/11/21 00:00:00+00,19,W,M,2239,LB647638,1,B9-109631,S 14,N,O,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,44597
2019/11/22 00:00:00+00,28,W,M,952,LB640721,1,B9-109712,1809 KNOX,-,-,11800,POSS DEADLY WEAPON BY A PROHIBITED PERSON,B,44598
2019/11/22 00:00:00+00,28,W,M,952,LB640721,2,B9-109712,1809 KNOX,-,-,11838,CARRY CONCEALED WEAPON-2ND/SUBSQ,B,44599
2019/11/20 00:00:00+00,15,B,M,2104,LB648501,1,B9-109284,N ANTEOLPE VALL,VINE,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44600
2019/11/20 00:00:00+00,15,B,M,2104,LB648501,2,B9-109284,N ANTEOLPE VALL,VINE,-,2112,NEGLIGENT DRIVING,C,44601
2019/11/22 00:00:00+00,36,B,M,958,LB652303,1,B9-109714,S 27,F,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,44602
2019/11/18 00:00:00+00,41,W,M,658,LB643210,1,B9-108384,2301 N 49,-,-,1303,DISTURBING THE PEACE,C,44603
2019/11/22 00:00:00+00,19,W,M,1025,2019008663,1,,6517 BENTON,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44604
2019/11/21 00:00:00+00,45,W,F,640,LB645827,1,,CORNHUSKER,6800 BLK,-,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44605
2019/11/22 00:00:00+00,19,W,M,217,LB645703,1,B9-109649,4400 KNOX,-,-,1293,MAKE FALSE STATEMENT TO POLICE OFFICER,B,44606
2019/11/22 00:00:00+00,19,W,M,217,LB645703,2,B9-109649,4400 KNOX,-,-,2115,REVOKED/IMPOUNDED,B,44607
2019/11/18 00:00:00+00,31,W,M,1312,LB649424,1,,S 10,SOUTH,SUMNER,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44608
2019/11/18 00:00:00+00,31,W,M,1312,LB649424,2,,S 10,SOUTH,SUMNER,1556,OCCUPANT PROTECTION SYSTEM,C,44609
2019/11/18 00:00:00+00,33,W,M,1340,LB649881,1,B9008839,Y,N 23,N 21,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44610
2019/11/17 00:00:00+00,27,B,M,1010,LB630316,1,B9008839,HAVELOCK,N 62,N 63,2167,IMPROPER REGISTRATION,C,44611
2019/11/18 00:00:00+00,24,W,M,902,LB650237,1,B9008839,STATE FAIR PARK,CORNHUSKER,KIMCO,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44612
2019/11/22 00:00:00+00,33,H,M,1330,LB649109,1,B9-109787,735 C,-,-,11088,POSS CONTROLLED SUBSTANCE,B,44613
2019/11/22 00:00:00+00,51,W,M,600,LB649108,1,B9-109679,3951 EAGLE RIDG,#111,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,44614
2019/11/22 00:00:00+00,24,W,M,1110,LB640949,1,B9-109727,3801 W O,-,-,11088,POSS CONTROLLED SUBSTANCE,B,44615
2019/11/22 00:00:00+00,48,W,F,1423,2019008679,1,B9-109727,605 S 10,-,-,678,ARRESTED ON DISTRICT WARRANT,B,44616
2019/11/22 00:00:00+00,59,W,M,1521,2019008680,1,,2300 S 16,-,-,678,ARRESTED ON DISTRICT WARRANT,B,44617
2019/11/20 00:00:00+00,20,W,M,1039,LB649102,1,,S 27,L,M,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44618
2019/11/20 00:00:00+00,23,W,F,1650,LB645078,1,B9-109199,O,35,-,2112,NEGLIGENT DRIVING,C,44619
2019/11/22 00:00:00+00,24,W,M,1006,2019008665,1,,1809 KNOX,-,-,678,ARRESTED ON DISTRICT WARRANT,B,44620
2019/11/22 00:00:00+00,38,W,M,250,2019008651,1,,610 S 10,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44621
2019/11/20 00:00:00+00,20,W,M,1039,LB649102,2,,S 27,L,M,1556,OCCUPANT PROTECTION SYSTEM,C,44622
2019/11/18 00:00:00+00,21,W,F,1646,LB642766,1,B9-108870,63,O,-,2184,OPERATE VEHICLE WITH DEFECTIVE BRAKES,C,44623
2019/07/23 00:00:00+00,62,W,M,104,LB645015,1,B9-066711,N 72,N COTNER,-,11088,POSS CONTROLLED SUBSTANCE,B,44624
2019/11/22 00:00:00+00,32,W,F,1858,LB648980,1,B9-109901,5511 QUAIL RIDG,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,C,44625
2019/11/22 00:00:00+00,33,W,M,636,2019008654,1,,1700 BLK HARWOO,-,-,678,ARRESTED ON DISTRICT WARRANT,B,44626
2019/11/22 00:00:00+00,33,W,M,508,LB640648,1,B9-109666,2011 S 18,-,-,9193,RESISTING ARREST,B,44627
2019/11/22 00:00:00+00,33,W,M,508,LB640648,2,B9-109666,2011 S 18,-,-,11088,POSS CONTROLLED SUBSTANCE,B,44628
2019/11/22 00:00:00+00,33,W,M,508,LB640648,3,B9-109666,2011 S 18,-,-,9654,"CRIMINAL TRESPASS, 2ND DEG",B,44629
2019/11/22 00:00:00+00,33,W,M,508,LB640648,4,B9-109666,2011 S 18,-,-,11080,"POSS MARIJUANA, LESS THAN 1 OZ - 1ST OFF",B,44630
2019/11/22 00:00:00+00,33,W,M,508,LB640648,5,B9-109666,2011 S 18,-,-,12316,THEFT BY UNLAWFUL TAKING $0-500,B,44631
2019/11/22 00:00:00+00,24,W,M,43,LB647848,1,,A,S 26,S 28,2167,IMPROPER REGISTRATION,C,44632
2019/11/22 00:00:00+00,58,B,M,145,LB651752,1,,O,27,25,2205,IMPROPER RIGHT TURN,C,44633
2019/11/22 00:00:00+00,58,B,M,145,LB651752,2,,O,27,25,1556,OCCUPANT PROTECTION SYSTEM,C,44634
2019/11/22 00:00:00+00,58,B,M,145,LB651752,3,,O,27,25,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,44635
2019/11/22 00:00:00+00,42,B,M,619,LB644383,1,,O,S 70,SKYWAY,2167,IMPROPER REGISTRATION,C,44636
2019/11/22 00:00:00+00,42,B,M,619,LB644383,2,,O,S 70,SKYWAY,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44637
2019/11/21 00:00:00+00,21,W,F,2323,LB643586,1,,O,70,63,2167,IMPROPER REGISTRATION,C,44638
2019/11/19 00:00:00+00,26,W,M,710,LB647427,1,,S 70,NEBR HWY,-,2167,IMPROPER REGISTRATION,C,44639
2019/11/21 00:00:00+00,33,H,M,1325,LB647429,1,,S 52,CALVERT,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44640
2019/11/21 00:00:00+00,20,W,M,1220,LB649037,1,,O,COTNER,EASTRIDGE,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44641
2019/11/21 00:00:00+00,20,W,M,1220,LB649037,2,,O,COTNER,EASTRIDGE,1556,OCCUPANT PROTECTION SYSTEM,C,44642
2019/11/21 00:00:00+00,21,W,F,710,LB649034,1,,NORMAL,A,SOUTH,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44643
2019/11/21 00:00:00+00,52,W,F,724,LB649035,1,,NORMAL,A,SOUTH,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44644
2019/11/21 00:00:00+00,31,W,F,745,LB649036,1,,NORMAL,A,SOUTH,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44645
2019/11/21 00:00:00+00,26,W,F,2008,LB648979,1,,S 27,CALVERT,-,2167,IMPROPER REGISTRATION,C,44646
2019/11/21 00:00:00+00,25,B,M,2105,LB647483,1,,NEBR HWY,S 24,S 40,2167,IMPROPER REGISTRATION,C,44647
2019/11/21 00:00:00+00,24,W,M,2233,LB648710,1,,N 9,P,O,2167,IMPROPER REGISTRATION,C,44648
2019/11/22 00:00:00+00,18,H,F,315,LB646030,1,B9-109658,S 21,C,B,2167,IMPROPER REGISTRATION,C,44649
2019/11/21 00:00:00+00,60,W,F,2205,LB649801,1,B9-109621,I180,I80,-,2112,NEGLIGENT DRIVING,C,44650
2019/11/21 00:00:00+00,55,A,M,1730,LB646142,1,B9-109549,S 9,SUMNER,ROSE,2112,NEGLIGENT DRIVING,C,44651
2019/11/21 00:00:00+00,27,W,F,1710,LB644319,1,B9-109543,S 70,SUMNER,MONTEREY,2112,NEGLIGENT DRIVING,C,44652
2019/11/21 00:00:00+00,-83,W,M,1602,LB648978,1,B9-109513,S 70,L,-,2112,NEGLIGENT DRIVING,C,44653
2019/11/21 00:00:00+00,21,B,M,958,LB647526,1,B9-109407,L,HAVERFORD,S 70,1333,FAIL TO YIELD TO VEHICLE,C,44654
2019/11/21 00:00:00+00,54,W,M,731,LB647428,1,B9-109370,NEBR HWY,OLD CHENEY,S 56,2112,NEGLIGENT DRIVING,C,44655
2019/11/21 00:00:00+00,58,W,F,1535,LB645080,1,B9-109498,O,26,27,2167,IMPROPER REGISTRATION,C,44656
2019/11/21 00:00:00+00,58,W,F,1535,LB645080,2,B9-109498,O,26,27,2112,NEGLIGENT DRIVING,C,44657
2019/11/21 00:00:00+00,20,H,F,1815,LB645082,1,B9-109560,P,N 25,N 26,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44658
2019/11/21 00:00:00+00,21,W,F,1815,LB645081,1,B9-109560,P,N 25,N 26,1344,CHANGE COURSE OF MOTOR VEHICLE W/O SAFETY,C,44659
2019/11/20 00:00:00+00,82,W,F,755,LB636392,1,B9-109034,O,N 55,N 56,1333,FAIL TO YIELD TO VEHICLE,C,44660
2019/11/21 00:00:00+00,19,W,M,756,LB636393,1,B9-109375,N 84,LEXINGTON,HOLDREGE,2112,NEGLIGENT DRIVING,C,44661
2019/11/21 00:00:00+00,70,U,F,1356,LB644280,1,B9-109471,S 34,SCOTTSDALE,-,1344,CHANGE COURSE OF MOTOR VEHICLE W/O SAFETY,C,44662
2019/11/20 00:00:00+00,28,W,F,1816,LB644317,1,B9-109234,S 48,VAN DORN,ANTELOPE CREEK,2112,NEGLIGENT DRIVING,C,44663
2019/11/20 00:00:00+00,66,B,M,1010,LB648973,1,,S 27,L,M,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44664
2019/11/20 00:00:00+00,28,W,F,1816,LB644317,2,B9-109234,S 48,VAN DORN,ANTELOPE CREEK,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44665
2019/11/21 00:00:00+00,31,B,M,5,LB649978,1,B9-109322,S 10,P,-,12223,DRIVE DURING REVOC/IMPOUND-2ND/SUBSQ,C,44666
2019/11/20 00:00:00+00,25,W,M,1723,LB644316,1,B9-109209,S 56,HIGH,NEERPARK,2112,NEGLIGENT DRIVING,C,44667
2019/11/21 00:00:00+00,31,B,M,5,LB649978,2,B9-109322,S 10,P,-,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,44668
2019/11/19 00:00:00+00,43,W,M,1055,LB648826,1,B9-108741,O,CHERRY HILL,84,2112,NEGLIGENT DRIVING,C,44669
2019/11/21 00:00:00+00,31,B,M,5,LB649978,3,B9-109322,S 10,P,-,9194,OBSTRUCTING A PEACE OFFICER,C,44670
2019/11/19 00:00:00+00,38,B,M,29,LB649701,1,B9-108647,1400 BLK SUPERI,-,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,44671
2019/11/19 00:00:00+00,38,B,M,29,LB649701,2,B9-108647,1400 BLK SUPERI,-,-,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,44672
2019/11/20 00:00:00+00,28,W,M,1019,LB648974,1,,S 27,L,M,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44673
2019/11/20 00:00:00+00,30,W,F,1033,LB649101,1,,S 27,L,M,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44674
2019/11/20 00:00:00+00,30,W,F,1033,LB649101,2,,S 27,L,M,1556,OCCUPANT PROTECTION SYSTEM,C,44675
2019/11/20 00:00:00+00,49,B,M,2142,LB646236,1,B9-109295,3801 W O,-,-,9522,DISTURBING THE PEACE,B,44676
2019/11/20 00:00:00+00,34,W,M,2310,LB625933,1,B9-109312,S 15,PLUM,SOUTH,1898,"SUSPENDED LICENSE, ELIGIBLE",B,44677
2019/11/20 00:00:00+00,34,W,M,2310,LB625933,2,B9-109312,S 15,PLUM,SOUTH,1367,CAUSE UNNECESSARY NOISE WITH MOTOR VEHICLE,B,44678
2019/11/20 00:00:00+00,48,W,F,1026,LB648975,1,,S 27,L,M,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44679
2019/11/21 00:00:00+00,31,B,M,5,LB649977,1,B9-109322,S 10 & S 11,PARK & LAKE,-,11767,OPERATE MOTOR VEHICLE TO AVOID ARREST,B,44680
2019/11/21 00:00:00+00,31,B,M,5,LB649977,2,B9-109322,S 10 & S 11,PARK & LAKE,-,11088,POSS CONTROLLED SUBSTANCE,B,44681
2019/11/21 00:00:00+00,27,W,M,6,LB621915,1,B9-109320,3045 N 70,-,-,12042,DUI-.15+ (2 PRIOR CONV),B,44682
2019/11/21 00:00:00+00,27,B,M,100,LB645079,1,,SALT CREEK,N 21,KIMCO,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,44683
2019/11/21 00:00:00+00,27,B,M,100,LB645079,2,,SALT CREEK,N 21,KIMCO,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,44684
2019/11/20 00:00:00+00,39,W,M,1625,LB649954,1,,N 14,ADAMS,-,2167,IMPROPER REGISTRATION,C,44685
2019/11/20 00:00:00+00,25,H,F,1532,LB648538,1,,NW 12,W HIGHLAND,KINGBIRD,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,44686
2019/11/20 00:00:00+00,29,W,F,1515,LB648537,1,,NW 12,W HIGHLAND,KINGBIRD,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44687
2019/08/30 00:00:00+00,33,H,F,1717,LB649976,1,B9-082554,6100 O,-,-,12307,"THEFT BY SHOPLIFTING $1,500-$5,000",B,44688
2019/11/20 00:00:00+00,48,W,F,1841,LB640647,1,B9-109242,GOODHUE,B,C,2112,NEGLIGENT DRIVING,C,44689
2019/11/20 00:00:00+00,48,W,F,1841,LB640647,2,B9-109242,GOODHUE,B,C,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44690
2019/11/20 00:00:00+00,16,W,M,1733,LB644099,1,B9-109210,S 56,VAN DORN,-,2112,NEGLIGENT DRIVING,C,44691
2019/11/20 00:00:00+00,18,I,M,1737,LB648977,1,B9-109215,S 56,A,-,2112,NEGLIGENT DRIVING,C,44692
2019/11/22 00:00:00+00,19,B,M,1021,LB649104,1,,S 48,PRESCOTT,COOPER,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44693
2019/11/22 00:00:00+00,32,W,F,1858,LB648980,2,B9-109901,5511 QUAIL RIDG,-,-,9462,CHILD ABUSE (M),C,44694
2019/11/19 00:00:00+00,17,W,M,1416,LB648827,1,B9-108806,S 27,CAPITOL PKWY,-,1333,FAIL TO YIELD TO VEHICLE,C,44695
2019/11/22 00:00:00+00,57,W,M,1028,LB649105,1,,S 48,BANCROFT,STOCKWELL,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44696
2019/11/21 00:00:00+00,62,W,M,159,LB644793,1,,S 9,D,C,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44697
2019/11/22 00:00:00+00,28,B,F,0,LB644100,1,B9-109870,4600 BRIARPARK,-,-,9462,CHILD ABUSE (M),C,44698
2019/11/21 00:00:00+00,62,W,M,159,LB644793,2,,S 9,D,C,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,44699
2019/11/22 00:00:00+00,45,B,M,1428,LB650178,1,B9-109805,1624 SOUTH,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,44700
2019/11/22 00:00:00+00,28,B,F,0,LB644100,2,B9-109870,4600 BRIARPARK,-,-,10781,FAIL TO OBEY LAWFUL ORDER OF POLICE OFFICER,C,44701
2019/11/20 00:00:00+00,27,B,M,36,LB647866,1,B9-108988,3333 PORTIA #3B,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,44702
2019/11/22 00:00:00+00,22,W,F,1039,LB649106,1,,S 48,BANCROFT,STOCKWELL,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44703
2019/11/23 00:00:00+00,24,H,M,200,LB649852,1,B9-110003,101 N 14,-,-,9190,3RD DEG ASSAULT,C,44704
2019/11/20 00:00:00+00,31,I,F,2226,LB643896,1,B9-109302,S 15,SOUTH,-,9194,OBSTRUCTING A PEACE OFFICER,C,44705
2019/11/22 00:00:00+00,58,A,F,1010,LB649103,1,,S 48,BANCROFT,STOCKWELL,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44706
2019/11/23 00:00:00+00,32,H,M,703,LB648413,1,,31,O,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44707
2019/11/20 00:00:00+00,36,W,F,0,LB649955,1,B9-109204,110 FLETCHER,U-STOP,-,9462,CHILD ABUSE (M),C,44708
2019/11/22 00:00:00+00,75,W,M,1048,LB649107,1,,S 48,BANCROFT,STOCKWELL,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44709
2019/11/23 00:00:00+00,32,H,M,703,LB648413,2,,31,O,-,2167,IMPROPER REGISTRATION,C,44710
2019/11/20 00:00:00+00,18,U,F,1625,LB646813,1,B9-109183,N 27,FAIR,CENTER,2112,NEGLIGENT DRIVING,C,44711
2019/11/22 00:00:00+00,44,W,M,2360,LB648033,1,B9-109650,3220 S 6,-,-,11658,LEAVE ACCIDENT-FAIL TO FURNISH INFO/1ST,C,44712
2019/11/21 00:00:00+00,38,W,M,819,LB644279,1,B9-109379,7200 BLK S 35,-,-,1303,DISTURBING THE PEACE,C,44713
2019/11/20 00:00:00+00,41,W,F,905,LB649213,1,,48,O,-,2167,IMPROPER REGISTRATION,C,44714
2019/11/20 00:00:00+00,41,W,F,905,LB649213,2,,48,O,-,1556,OCCUPANT PROTECTION SYSTEM,C,44715
2019/11/20 00:00:00+00,41,W,F,905,LB649213,3,,48,O,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44716
2019/11/20 00:00:00+00,56,W,F,950,LB649449,1,,A,ELDON,BROADMOORE,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44717
2019/11/20 00:00:00+00,27,W,F,824,LB649444,1,,S 84,PINEDALE,NORVAL,1689,VIOLATE SCHOOL SPEED ZONE 11 - 15 OVER,C,44718
2019/04/04 00:00:00+00,23,B,M,1154,XX2190563,1,B9-038910,,,,11794,UNLAWFUL TRANSFER OF FIREAREM TO JUVENILE,C,44719
2019/11/20 00:00:00+00,25,,F,853,LB639167,1,B9-109033,S 56,HOLDREGE,-,2112,NEGLIGENT DRIVING,C,44720
2019/11/21 00:00:00+00,29,W,M,1033,2019008626,1,B9008425,2350 O,-,-,678,ARRESTED ON DISTRICT WARRANT,B,44721
2019/11/20 00:00:00+00,27,W,F,1555,LB648404,1,,S 13,K,-,2189,DISOBEY TRAFFIC CONTROL SIGN OR DEVICE,C,44722
2019/11/21 00:00:00+00,25,W,M,43,LB646029,1,B9-109327,S 17,K,O,1898,"SUSPENDED LICENSE, ELIGIBLE",B,44723
2019/11/21 00:00:00+00,25,W,M,43,LB646029,2,B9-109327,S 17,K,O,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,B,44724
2019/11/21 00:00:00+00,25,W,M,43,LB646029,3,B9-109327,S 17,K,O,2167,IMPROPER REGISTRATION,B,44725
2019/11/19 00:00:00+00,20,B,F,1742,LB643541,1,B9-108881,O,50,48,2112,NEGLIGENT DRIVING,C,44726
2019/11/20 00:00:00+00,54,W,F,1650,LB643321,1,B9-109195,S 48,L,M,2112,NEGLIGENT DRIVING,C,44727
2019/11/20 00:00:00+00,35,W,F,1845,LB643322,1,B9-109247,N 48,HOLDREGE,STARR,2112,NEGLIGENT DRIVING,C,44728
2019/11/20 00:00:00+00,35,W,F,1845,LB643322,2,B9-109247,N 48,HOLDREGE,STARR,2167,IMPROPER REGISTRATION,C,44729
2019/11/20 00:00:00+00,16,W,M,2040,LB643323,1,B9-109277,O,ANTHONY,-,2112,NEGLIGENT DRIVING,C,44730
2019/11/19 00:00:00+00,20,W,F,2026,LB643499,1,B9-108925,R,N 56,ORCUTT,2112,NEGLIGENT DRIVING,C,44731
2019/11/20 00:00:00+00,21,W,F,2225,LB632903,1,B9-109305,N 84,VINE,SUNRIDGE,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44732
2019/11/20 00:00:00+00,21,W,F,2225,LB632903,2,B9-109305,N 84,VINE,SUNRIDGE,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,44733
2019/11/20 00:00:00+00,21,W,F,2225,LB632903,3,B9-109305,N 84,VINE,SUNRIDGE,2119,POSSESS DRUG PARAPHERNALIA,C,44734
2019/10/11 00:00:00+00,32,W,M,38,LB624550,1,B9-096127,8700 ANDERMATT,WALMART,-,2228,STEAL GOODS OR MONEY < $500,C,44735
2019/11/22 00:00:00+00,44,W,M,2360,LB648033,2,B9-109650,3220 S 6,-,-,2112,NEGLIGENT DRIVING,C,44736
2019/11/21 00:00:00+00,38,W,M,819,LB644279,2,B9-109379,7200 BLK S 35,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,44737
2019/11/22 00:00:00+00,25,W,F,1050,LB646915,1,B9-109713,304 S 11,COLLEGE OF HAIR,-,1303,DISTURBING THE PEACE,C,44738
2019/11/22 00:00:00+00,19,U,F,1348,LB648410,1,,Y,N 25,N 27,2167,IMPROPER REGISTRATION,C,44739
2019/11/22 00:00:00+00,63,W,M,950,LB639094,1,B9-109780,2145 N COTNER,NE PRINTING,-,2037,LOITER AND TRESPASS,C,44740
2019/11/22 00:00:00+00,60,W,F,1332,LB648409,1,,Y,N 17,N 19,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44741
2019/11/23 00:00:00+00,19,B,M,9,LB648558,1,B9-109969,1409 O,FAT TOAD,-,2127,MINOR MISREPRESENTING AGE,C,44742
2019/11/22 00:00:00+00,25,W,F,1321,LB648408,1,,Y,STEWART,N 23,2167,IMPROPER REGISTRATION,C,44743
2019/11/22 00:00:00+00,22,I,M,1828,LB649783,1,B9-109872,1709 WASHINGTON,-,-,12309,THEFT BY SHOPLIFTING $0-$500,C,44744
2019/11/22 00:00:00+00,31,W,F,1313,LB648407,1,,N 17,Y,-,1331,VIOLATE STOP SIGN,C,44745
2019/11/23 00:00:00+00,35,B,M,1221,2019008704,1,,1800 N 25,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44746
2019/11/22 00:00:00+00,21,W,F,1120,LB648406,1,,ADAMS,N 1,N 5,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44747
2019/11/23 00:00:00+00,27,B,F,1302,2019008705,1,,610 W O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44748
2019/11/22 00:00:00+00,21,W,F,1120,LB648406,2,,ADAMS,N 1,N 5,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,44749
2019/11/23 00:00:00+00,51,W,F,919,2019008702,1,,S 13,D,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44750
2019/11/22 00:00:00+00,29,H,M,1033,LB648405,1,,ADAMS,N 1,N 5,2167,IMPROPER REGISTRATION,C,44751
2019/11/23 00:00:00+00,40,W,F,1004,2019008703,1,,S 20,N,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44752
2019/11/22 00:00:00+00,34,W,M,0,LB650179,1,B9-109857,2011 S 18,-,-,9654,"CRIMINAL TRESPASS, 2ND DEG",C,44753
2019/11/23 00:00:00+00,27,W,M,740,LB648034,1,,S 9,HIGH,-,2167,IMPROPER REGISTRATION,C,44754
2019/11/22 00:00:00+00,36,H,M,1734,LB646520,1,B9-109857,2011 S 18,-,-,9654,"CRIMINAL TRESPASS, 2ND DEG",B,44755
2019/11/23 00:00:00+00,34,B,M,1356,2019008706,1,,111 N 31,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44756
2019/11/22 00:00:00+00,36,H,M,1734,LB646520,2,B9-109857,2011 S 18,-,-,11807,CARRYING CONCEALED WEAPON,B,44757
2019/11/22 00:00:00+00,46,W,M,1705,LB648190,1,B9-109848,6461 SALINE,-,-,11907,DOMESTIC ASSAULT-3RD DEGREE,B,44758
2019/11/22 00:00:00+00,46,W,M,1705,LB648190,4,B9-109848,6461 SALINE,-,-,9462,CHILD ABUSE (M),B,44759
2019/11/22 00:00:00+00,46,W,M,1705,LB648191,1,B9-109867,6461 SALINE,-,-,9462,CHILD ABUSE (M),C,44760
2019/11/22 00:00:00+00,66,W,F,1949,2019008687,1,,110 W O,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44761
2019/11/22 00:00:00+00,34,W,M,1822,2019008684,1,,2011 S 18,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44762
2019/11/22 00:00:00+00,21,B,M,2219,2019008691,1,,1701 N 29,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44763
2019/11/22 00:00:00+00,58,W,M,2043,2019008688,1,,N 33,N,,677,ARRESTED ON COUNTY BENCH WARRANT,B,44764
2019/11/22 00:00:00+00,39,W,F,655,LB647430,1,,S 70,NEBR HWY,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,44765
2019/11/22 00:00:00+00,41,W,M,700,LB649038,1,,A,S 84,REGENCY,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44766
2019/11/22 00:00:00+00,18,W,F,720,LB649039,1,,A,S 84,REGENCY,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44767
2019/11/22 00:00:00+00,23,W,F,1145,LB649040,1,,S 84,FIRETHORN,PRESCOTT,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44768
2019/11/22 00:00:00+00,23,W,F,1145,LB649040,2,,S 84,FIRETHORN,PRESCOTT,1556,OCCUPANT PROTECTION SYSTEM,C,44769
2019/11/22 00:00:00+00,23,W,F,1145,LB649040,3,,S 84,FIRETHORN,PRESCOTT,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,44770
2019/11/22 00:00:00+00,21,B,M,2353,LB641822,1,,N 1,CORNHUSKER,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44771
2019/11/22 00:00:00+00,21,B,M,2353,LB641822,2,,N 1,CORNHUSKER,-,2167,IMPROPER REGISTRATION,C,44772
2019/11/20 00:00:00+00,29,H,M,522,LB634966,1,,NEBR HWY,S 13,SOUTHWOOD,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44773
