VDAT,AGE,RACE,SEX,VTIM,TICK_,CHGNO,RKY,ONST,ATST,BTST,CITED,CHARGED,CB,ObjectId
2019/11/20 00:00:00+00,29,H,M,522,LB634966,2,,NEBR HWY,S 13,SOUTHWOOD,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44774
2019/11/22 00:00:00+00,24,W,M,1910,LB649802,1,,N 27,KNOX,OLD DAIRY,2167,IMPROPER REGISTRATION,C,44775
2019/11/22 00:00:00+00,37,A,M,2230,LB649804,1,,SUPERIOR,N 26,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44776
2019/11/22 00:00:00+00,37,A,M,2230,LB649804,2,,SUPERIOR,N 26,-,2167,IMPROPER REGISTRATION,C,44777
2019/11/23 00:00:00+00,36,W,M,1440,LB649956,1,B9-110105,2525 CLEVELAND,-,-,12287,"DOMESTIC ASSAULT, 3RD DEG - PRIOR",B,44778
2019/11/05 00:00:00+00,29,W,M,720,LB640950,1,B9-109794,840 FALLBROOK,-,-,1312,CONCEAL MERCHANDISE,C,44779
2019/11/23 00:00:00+00,24,W,M,1716,2019008708,1,,3801 W O,-,-,9996,ARRESTED ON COUNTY WARRANT-FEL,B,44780
2019/11/23 00:00:00+00,37,U,F,1349,LB650328,1,B9-110096,FAIRFIELD,HARTLEY,N 20,2112,NEGLIGENT DRIVING,C,44781
2019/11/23 00:00:00+00,53,A,M,856,LB626910,1,,CORNHUSKER,N 63,N 67,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44782
2019/11/23 00:00:00+00,38,W,F,1827,2019008711,1,,4224 E,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44783
2019/11/23 00:00:00+00,40,H,M,740,LB626908,1,,CORNHUSKER,SUPERIOR,N 56,2167,IMPROPER REGISTRATION,C,44784
2019/11/23 00:00:00+00,24,W,M,821,LB626909,1,,CORNHUSKER,N 63,N 67,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44785
2019/11/23 00:00:00+00,23,W,M,1001,LB645704,1,,N 48,HOLDREGE,MARTIN,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44786
2019/11/23 00:00:00+00,20,H,F,1015,LB645705,1,,N 48,GARLAND,-,2167,IMPROPER REGISTRATION,C,44787
2019/11/23 00:00:00+00,20,W,F,1050,LB643571,1,B9-110048,NW 12,W COMMERCE,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,44788
2019/11/23 00:00:00+00,20,W,F,1050,LB643571,2,B9-110048,NW 12,W COMMERCE,-,2167,IMPROPER REGISTRATION,C,44789
2019/11/23 00:00:00+00,46,W,F,1634,LB649958,1,B9-110143,N 1,NANCE,-,2171,FICTITIOUS LICENSE PLATES,C,44790
2019/11/23 00:00:00+00,46,W,F,1634,LB649958,2,B9-110143,N 1,NANCE,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,44791
2019/11/23 00:00:00+00,27,I,F,1634,LB649957,1,B9-110150,N 1,NANCE,-,11088,POSS CONTROLLED SUBSTANCE,B,44792
2019/11/23 00:00:00+00,27,I,F,1634,LB649957,2,B9-110150,N 1,NANCE,-,10778,POSSESS DRUG PARAPHERNALIA-3RD OFFENSE,B,44793
2019/11/22 00:00:00+00,30,W,M,43,LB644038,1,,NEBR HWY,S 27,S 33,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44794
2019/11/21 00:00:00+00,40,W,M,251,LB644036,1,,NEBR HWY,S 56,S 48,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44795
2019/11/23 00:00:00+00,21,W,M,1316,LB648932,1,,S 70,PINE LAKE,-,2167,IMPROPER REGISTRATION,C,44796
2019/11/23 00:00:00+00,22,W,M,1942,LB643325,1,,N 56,LEIGHTON,-,2167,IMPROPER REGISTRATION,C,44797
2019/11/23 00:00:00+00,64,W,M,1828,LB643591,1,,N 48,VINE,Y,2167,IMPROPER REGISTRATION,C,44798
2019/11/23 00:00:00+00,64,W,M,1828,LB643591,2,,N 48,VINE,Y,2173,NO PROOF OF OWNERSHIP,C,44799
2019/11/23 00:00:00+00,31,W,F,2337,LB643816,1,,N 44,LEIGHTON,-,2167,IMPROPER REGISTRATION,C,44800
2019/11/25 00:00:00+00,23,W,M,942,LB650253,3,,STATE FAIR PK,CORNHUSKER,KIMCO,1556,OCCUPANT PROTECTION SYSTEM,C,44801
2019/11/25 00:00:00+00,23,W,F,1350,2019008748,1,,1501 N 27,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44802
2019/11/25 00:00:00+00,26,H,M,1117,LB650254,1,,STATE FAIR PK,CORNHUSKER,KIMCO,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44803
2019/11/25 00:00:00+00,35,W,M,1130,LB650255,1,,STATE FAIR PK,CORNHUSKER,KIMCO,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44804
2019/11/25 00:00:00+00,35,W,M,1130,LB650255,2,,STATE FAIR PK,CORNHUSKER,KIMCO,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44805
2019/11/25 00:00:00+00,18,W,F,1139,LB650256,1,,SALT CREEK,N ANTELOPE VALL,-,2167,IMPROPER REGISTRATION,C,44806
2019/11/25 00:00:00+00,88,W,F,940,LB649216,1,,A,ELDON,BROADMOORE,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44807
2019/11/24 00:00:00+00,39,H,M,1105,LB640147,1,,S 48,CALVERT,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44808
2019/11/25 00:00:00+00,79,W,M,955,LB649217,1,,A,ELDON,BROADMOORE,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44809
2019/11/25 00:00:00+00,41,W,M,705,LB640722,1,B9-110564,110 W O,-,-,1523,URINATING IN PUBLIC,C,44810
2019/11/24 00:00:00+00,17,W,M,1210,LB649047,1,,O,48,56,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,44811
2019/11/25 00:00:00+00,55,W,F,1005,LB649218,1,,A,ELDON,BROADMOORE,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44812
2019/11/24 00:00:00+00,36,W,F,855,LB649046,1,,S 84,NAVAJO,N HAZELWOOD,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44813
2019/11/24 00:00:00+00,18,B,M,6,LB638366,1,B9-110270,2711 S 48,FREDDYS,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,44814
2019/11/24 00:00:00+00,37,W,M,2138,LB646225,1,B9-110513,1040 P,-,-,2037,LOITER AND TRESPASS,B,44815
2019/11/25 00:00:00+00,30,W,M,1015,LB649219,1,,A,ELDON,BROADMOORE,1683,VIOLATE SPEED LIMIT 6 - 10 OVER,C,44816
2019/11/24 00:00:00+00,37,W,M,2138,LB646225,2,B9-110513,1040 P,-,-,1300,INDECENT EXPOSURE,B,44817
2019/11/25 00:00:00+00,30,W,M,1015,LB649219,2,,A,ELDON,BROADMOORE,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44818
2019/11/25 00:00:00+00,26,H,M,31,LB639998,1,B9-110542,1410 F #3,-,-,1293,MAKE FALSE STATEMENT TO POLICE OFFICER,B,44819
2019/11/25 00:00:00+00,45,W,F,1145,LB649220,1,,S 9,A,-,2167,IMPROPER REGISTRATION,C,44820
2019/11/25 00:00:00+00,26,H,M,31,LB639998,2,B9-110542,1410 F #3,-,-,1303,DISTURBING THE PEACE,B,44821
2019/11/25 00:00:00+00,38,W,M,1126,LB644948,1,B9-110635,1748 N 27,-,-,11088,POSS CONTROLLED SUBSTANCE,B,44822
2019/11/24 00:00:00+00,35,B,M,2251,LB643859,1,B9-110525,2246 SHELDON #2,-,-,12441,SEX OFF REGIS ACT VIOL - PRIOR FELONY,B,44823
2019/11/25 00:00:00+00,38,W,M,1126,LB644948,2,B9-110635,1748 N 27,-,-,11080,"POSS MARIJUANA, LESS THAN 1 OZ - 1ST OFF",B,44824
2019/11/24 00:00:00+00,39,B,F,2252,LB648611,1,B9-110527,1516 N 31 #E,-,-,9634,TERRORISTIC THREAT,B,44825
2019/11/25 00:00:00+00,38,W,M,1126,LB644948,3,B9-110635,1748 N 27,-,-,10054,POSSESS DRUG PARAPHERNALIA,B,44826
2019/11/24 00:00:00+00,39,B,F,2252,LB648611,2,B9-110527,1516 N 31 #E,-,-,11796,USE OF A DEADLY WEAPON TO COMMIT A FELONY,B,44827
2019/11/25 00:00:00+00,20,W,M,1321,LB649221,1,B9-110672,S 13,K,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,44828
2019/11/25 00:00:00+00,37,W,M,113,LB645877,1,B9-110549,N 56,R,VINE,12042,DUI-.15+ (2 PRIOR CONV),B,44829
2019/11/25 00:00:00+00,21,W,F,819,LB651644,1,,ROSA PARKS WAY,S FOLSOM,HOMESTEAD,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,44830
2019/11/25 00:00:00+00,56,W,M,953,LB650013,1,,N 48,FRANCIS,GARLAND,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44831
2019/11/25 00:00:00+00,37,W,M,113,LB645877,2,B9-110549,N 56,R,VINE,10229,NO INSURANCE,B,44832
2019/11/25 00:00:00+00,61,B,M,1012,LB640723,1,B9-110625,3801 W O,JAIL,-,11222,ASSAULT BY CONFINED PERSON,B,44833
2019/11/23 00:00:00+00,36,W,M,1050,LB645016,1,B9-110046,CENTENNIAL MALL,O,-,1671,SOLICIT FROM RIGHT OF WAY,C,44834
2019/11/25 00:00:00+00,77,W,F,928,LB651645,1,,OLD CHENEY,HUNTS,LIMESTONE,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44835
2019/11/23 00:00:00+00,18,A,M,1845,LB648560,1,B9-110187,N 27,VINE,S,2019,FOLLOW AN EMERGENCY VEHICLE WITHIN 500 FEET,C,44836
2019/11/25 00:00:00+00,18,H,M,2320,LB645155,1,B9-110842,N 27,W,-,2120,POSSESS MARIJUANA 1 OZ OR LESS/1ST,C,44837
2019/11/25 00:00:00+00,56,W,M,953,LB650013,2,,N 48,FRANCIS,GARLAND,1556,OCCUPANT PROTECTION SYSTEM,C,44838
2019/11/23 00:00:00+00,60,W,F,2038,LB649659,1,B9-110207,340 W CORNHUSKE,-,-,2037,LOITER AND TRESPASS,C,44839
2019/11/25 00:00:00+00,26,W,M,1025,LB651646,1,,S 14,OLD CHENEY,ABERDEEN,2167,IMPROPER REGISTRATION,C,44840
2019/11/24 00:00:00+00,36,W,F,825,LB649044,1,,S 84,NAVAJO,N HAZELWOOD,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44841
2019/11/23 00:00:00+00,32,W,M,1457,LB652305,1,,S 13,PEACH,ROSE,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,44842
2019/11/25 00:00:00+00,18,H,M,2320,LB645155,2,B9-110842,N 27,W,-,2119,POSSESS DRUG PARAPHERNALIA,C,44843
2019/11/25 00:00:00+00,49,W,F,1417,LB650019,1,,N,S 9,ARENA,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44844
2019/11/24 00:00:00+00,43,B,M,1545,LB643544,1,B9-110427,233 N 48,-,-,2228,STEAL GOODS OR MONEY < $500,C,44845
2019/11/25 00:00:00+00,20,W,M,1732,LB648687,1,B9-110760,2940 NW 12,LUXURY INN,-,11088,POSS CONTROLLED SUBSTANCE,B,44846
2019/11/25 00:00:00+00,20,B,M,1226,LB651647,1,,ROSA PARKS WAY,HOMESTEAD,S FOLSOM,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,44847
2019/11/24 00:00:00+00,42,W,M,840,LB649045,1,,S 84,NAVAJO,N HAZELWOOD,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44848
2019/11/21 00:00:00+00,50,W,M,32,LB647867,1,,N 27,OLD DAIRY,FAIRFIELD,2189,DISOBEY TRAFFIC CONTROL SIGN OR DEVICE,C,44849
2019/11/23 00:00:00+00,28,W,M,2210,LB649853,1,,ANTELOPE VALLEY,Q,-,2167,IMPROPER REGISTRATION,C,44850
2019/11/24 00:00:00+00,25,W,M,1657,LB646919,1,,N,S 16,S 14,2167,IMPROPER REGISTRATION,C,44851
2019/11/25 00:00:00+00,23,A,M,751,LB646542,1,B9-110573,S 19 & S 20,WASHINGTON & GA,-,11807,CARRYING CONCEALED WEAPON,B,44852
2019/11/24 00:00:00+00,32,B,M,2250,LB649806,1,,CORNHUSKER,N 23,N 20,2167,IMPROPER REGISTRATION,C,44853
2019/11/23 00:00:00+00,39,H,F,1450,LB645120,1,B9-110110,OLD CHENEY,S 31,S 34,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44854
2019/11/24 00:00:00+00,41,B,F,1515,LB649805,1,,N 27,KNOX,CORNHUSKER,2167,IMPROPER REGISTRATION,C,44855
2019/11/24 00:00:00+00,41,B,F,1515,LB649805,2,,N 27,KNOX,CORNHUSKER,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44856
2019/11/24 00:00:00+00,27,W,M,2037,LB646607,1,,S 17,D,E,2167,IMPROPER REGISTRATION,C,44857
2019/11/25 00:00:00+00,36,B,M,1106,2019008742,1,,1118 S 12,-,-,9996,ARRESTED ON COUNTY WARRANT-FEL,B,44858
2019/11/21 00:00:00+00,33,W,M,114,LB647868,1,,N 27,CORNHUSKER,KNOX,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44859
2019/11/24 00:00:00+00,60,W,M,1644,LB647210,1,,S 70,BERNESE,LASALLE,2167,IMPROPER REGISTRATION,C,44860
2019/11/24 00:00:00+00,22,W,F,1823,LB647486,1,,SHERIDAN,VAN DORN,S 27,2167,IMPROPER REGISTRATION,C,44861
2019/11/24 00:00:00+00,22,W,F,1823,LB647486,2,,SHERIDAN,VAN DORN,S 27,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44862
2019/11/24 00:00:00+00,20,H,M,836,LB626911,1,,SUPERIOR,N 40,PROGRESSIVE,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44863
2019/11/21 00:00:00+00,34,W,F,1951,LB645727,1,,CLEVELAND,N 48,N 47,2167,IMPROPER REGISTRATION,C,44864
2019/11/21 00:00:00+00,34,W,F,1951,LB645727,2,,CLEVELAND,N 48,N 47,1556,OCCUPANT PROTECTION SYSTEM,C,44865
2019/07/04 00:00:00+00,34,W,F,2145,LB631264,1,B9-060720,3271 CENTER,-,-,12316,THEFT BY UNLAWFUL TAKING $0-500,B,44866
2019/11/25 00:00:00+00,37,W,M,1005,2019008737,1,,324 ALEXANDER,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44867
2019/11/24 00:00:00+00,18,W,F,2108,LB643394,1,,N 48,VINE,ORCHARD,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44868
2019/11/25 00:00:00+00,51,W,M,1047,2019008741,1,,CORNHUSKER,N 48,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44869
2019/11/24 00:00:00+00,29,W,F,2353,LB647870,1,,CORNHUSKER,N 27,STATE FAIR PARK,2167,IMPROPER REGISTRATION,C,44870
2019/11/24 00:00:00+00,29,W,F,2353,LB647870,2,,CORNHUSKER,N 27,STATE FAIR PARK,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,44871
2019/11/24 00:00:00+00,18,W,F,1627,LB648876,1,,O,70,-,2167,IMPROPER REGISTRATION,C,44872
2019/11/24 00:00:00+00,42,W,M,1223,LB648933,1,B9-110366,NEBR HWY,APPLES WAY,OLD CHENEY,1342,FOLLOWING ANOTHER VEHICLE TOO CLOSELY,C,44873
2019/11/25 00:00:00+00,27,W,F,53,LB645876,1,,N 56,VINE,-,2167,IMPROPER REGISTRATION,C,44874
2019/11/25 00:00:00+00,20,W,M,135,LB645191,1,,S 56,PINE LAKE,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,44875
2019/11/24 00:00:00+00,38,W,F,1905,LB646877,1,B9-110483,S 21,K,-,12041,DUI-.15+ (1 PRIOR CONV),C,44876
2019/11/24 00:00:00+00,38,W,F,1905,LB646877,2,B9-110483,S 21,K,-,11556,NO LICENSE ON PERSON,C,44877
2019/11/24 00:00:00+00,38,W,F,1905,LB646877,3,B9-110483,S 21,K,-,10782,VIOLATED TRAFFIC CONTROL DEVICES,C,44878
2019/11/25 00:00:00+00,24,W,M,42,LB643346,1,,N 45,HOLDREGE,-,2167,IMPROPER REGISTRATION,C,44879
2019/09/29 00:00:00+00,18,B,F,220,XX2190567,1,B9-092007,,,,9190,3RD DEG ASSAULT,C,44880
2019/11/24 00:00:00+00,38,W,M,137,LB635430,1,,O,50,52,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,44881
2019/11/24 00:00:00+00,20,B,M,2244,LB645780,1,,O,22,24,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44882
2019/11/25 00:00:00+00,19,W,M,20,LB646760,1,,N 33,HUNTINGTON,HOLDREGE,2167,IMPROPER REGISTRATION,C,44883
2019/11/19 00:00:00+00,21,W,F,1227,LB621496,1,B9-108771,N 55,HOLDREGE,-,2221,FICTITIOUS LICENSE PLATES,C,44884
2019/11/25 00:00:00+00,22,W,F,736,LB650250,1,,STATE FAIR PK,CORNHUSKER,KIMCO,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44885
2019/11/25 00:00:00+00,24,W,M,824,LB650252,1,B9-110580,STATE FAIR PARK,CORNHUSKER,KIMCO,1898,"SUSPENDED LICENSE, ELIGIBLE",C,44886
2019/11/25 00:00:00+00,24,W,M,824,LB650252,2,B9-110580,STATE FAIR PARK,CORNHUSKER,KIMCO,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,44887
2019/11/25 00:00:00+00,24,W,M,824,LB650252,3,B9-110580,STATE FAIR PARK,CORNHUSKER,KIMCO,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44888
2019/11/25 00:00:00+00,59,A,M,808,LB650251,1,,STATE FAIR PK,CORNHUSKER,KIMCO,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44889
2019/11/25 00:00:00+00,59,A,M,808,LB650251,2,,STATE FAIR PK,CORNHUSKER,KIMCO,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44890
2019/11/25 00:00:00+00,20,H,F,1404,2019008749,1,,605 S 10,-,-,674,ARRESTED ON OUTSIDE AGENCY WARRANT-MSD,B,44891
2019/11/25 00:00:00+00,27,W,F,1329,2019008747,1,,405 N 25,-,-,9996,ARRESTED ON COUNTY WARRANT-FEL,B,44892
2019/11/25 00:00:00+00,38,W,M,1217,2019008744,1,,1748 N 27,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44893
2019/11/25 00:00:00+00,34,H,M,0,2019008746,1,1322,3301 D,-,-,677,ARRESTED ON COUNTY BENCH WARRANT,B,44894
2019/11/25 00:00:00+00,23,W,M,942,LB650253,1,,STATE FAIR PK,CORNHUSKER,KIMCO,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44895
2019/11/25 00:00:00+00,23,W,M,942,LB650253,2,,STATE FAIR PK,CORNHUSKER,KIMCO,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44896
2019/11/24 00:00:00+00,30,W,F,305,LB621920,1,B9-110289,N 51,GARLAND,LEIGHTON,11379,DRIVE DURING SUSPENSION/BEFORE REINSTATED,C,44897
2019/11/22 00:00:00+00,36,W,M,800,LB652304,1,B9-109692,S 20,SOUTH,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,44898
2019/11/24 00:00:00+00,25,B,F,1545,LB643545,1,B9-110427,233 N 48,-,-,2228,STEAL GOODS OR MONEY < $500,C,44899
2019/11/22 00:00:00+00,36,H,F,800,LB652302,1,B9-109692,S 20,SOUTH,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44900
2019/11/25 00:00:00+00,70,W,M,1249,LB651648,1,,ROSA PARKS WAY,HOMESTEAD,S FOLSOM,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,44901
2019/11/24 00:00:00+00,57,W,M,745,LB645017,1,B9-110319,1215 N 30,-,-,2037,LOITER AND TRESPASS,C,44902
2019/11/25 00:00:00+00,49,W,F,1417,LB650019,2,,N,S 9,ARENA,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,44903
2019/11/25 00:00:00+00,18,H,M,2320,LB645155,3,B9-110842,N 27,W,-,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,44904
2019/11/23 00:00:00+00,17,W,F,2240,LB643447,1,,O,56,52,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44905
2019/11/24 00:00:00+00,57,W,M,745,LB645017,2,B9-110319,1215 N 30,-,-,1309,INJURE OR DESTROY PROPERTY OF ANOTHER,C,44906
2019/11/25 00:00:00+00,20,W,M,1732,LB648687,2,B9-110760,2940 NW 12,LUXURY INN,-,10054,POSSESS DRUG PARAPHERNALIA,B,44907
2019/11/24 00:00:00+00,28,B,M,256,LB651802,1,B9-110285,N ANTELOPE VALL,P,-,1898,"SUSPENDED LICENSE, ELIGIBLE",C,44908
2019/11/24 00:00:00+00,36,H,M,1753,LB647398,1,,S 70,A,-,2167,IMPROPER REGISTRATION,C,44909
2019/11/24 00:00:00+00,57,W,M,745,LB645017,3,B9-110319,1215 N 30,-,-,1675,ENTER MOTOR VEHICLE WITHOUT PERMISSION,C,44910
2019/11/25 00:00:00+00,20,W,M,1732,LB648687,3,B9-110760,2940 NW 12,LUXURY INN,-,11080,"POSS MARIJUANA, LESS THAN 1 OZ - 1ST OFF",B,44911
2019/11/26 00:00:00+00,30,H,F,723,LB651652,1,,L,S 11,S 10,2167,IMPROPER REGISTRATION,C,44912
2019/11/24 00:00:00+00,28,B,M,256,LB651802,2,B9-110285,N ANTELOPE VALL,P,-,1556,OCCUPANT PROTECTION SYSTEM,C,44913
2019/11/25 00:00:00+00,27,W,M,1319,LB651649,1,,VAN DORN,HOMESTEAD,PARK,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,44914
2019/11/25 00:00:00+00,17,W,M,1700,LB647211,1,,S 56,PIONEERS,-,2167,IMPROPER REGISTRATION,C,44915
2019/08/26 00:00:00+00,25,H,M,1731,LB640391,1,B9-082145,8700 ANDERMATT,-,-,2228,STEAL GOODS OR MONEY < $500,C,44916
2019/11/23 00:00:00+00,19,H,M,2213,LB643446,1,,O,52,PLAZZA,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,44917
2019/11/25 00:00:00+00,20,W,M,1732,LB648687,4,B9-110760,2940 NW 12,LUXURY INN,-,11289,POSS/CONSUME OPEN ALCOHOL CONTAINER IN VEH,B,44918
2019/11/24 00:00:00+00,28,B,M,256,LB651802,3,B9-110285,N ANTELOPE VALL,P,-,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,44919
2019/11/26 00:00:00+00,27,W,F,1331,LB651660,1,,ROSA PARKS,S 9,S FOLSOM,2167,IMPROPER REGISTRATION,C,44920
2019/11/25 00:00:00+00,27,W,M,1319,LB651649,2,,VAN DORN,HOMESTEAD,PARK,1556,OCCUPANT PROTECTION SYSTEM,C,44921
2019/11/25 00:00:00+00,52,W,M,1702,LB647487,1,,NORMAL,S 27,S 39,2167,IMPROPER REGISTRATION,C,44922
2019/11/24 00:00:00+00,45,W,F,1702,LB644991,1,B9-110443,827 N 33 #1,-,-,11080,"POSS MARIJUANA, LESS THAN 1 OZ - 1ST OFF",C,44923
2019/11/23 00:00:00+00,19,H,M,2213,LB643446,2,,O,52,PLAZZA,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44924
2019/11/25 00:00:00+00,36,W,M,1106,LB648936,1,B9-110631,6001 VILLAGE,HYVEE,-,12316,THEFT BY UNLAWFUL TAKING $0-500,C,44925
2019/11/23 00:00:00+00,38,H,M,2149,LB651801,1,B9-110223,N 33,OVERLAND,-,2001,DUI/.08 1ST OFFENSE >.15,C,44926
2019/11/26 00:00:00+00,59,W,F,802,LB651654,1,,N 9,Q,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,44927
2019/11/25 00:00:00+00,38,W,M,1352,LB651650,1,,HOMESTEAD,VAN DORN,PIONEERS,1685,VIOLATE SPEED LIMIT 16 - 20 OVER,C,44928
2019/11/25 00:00:00+00,30,H,F,1805,LB646144,1,,S 8,SOUTH,-,2176,OPERATE MOTOR VEHICLE W/O LICENSE,C,44929
2019/11/24 00:00:00+00,45,W,F,1702,LB644991,2,B9-110443,827 N 33 #1,-,-,10054,POSSESS DRUG PARAPHERNALIA,C,44930
2019/11/23 00:00:00+00,46,W,F,1740,2019008710,1,,N 1,NANCE,-,678,ARRESTED ON DISTRICT WARRANT,B,44931
2019/08/26 00:00:00+00,27,W,F,1731,LB640392,1,B9-082145,8700 ANDERMATT,WALMART,-,2228,STEAL GOODS OR MONEY < $500,C,44932
2019/11/23 00:00:00+00,38,H,M,2149,LB651801,2,B9-110223,N 33,OVERLAND,-,2133,HAVE OPEN ALCOHOL CONTAINER,C,44933
2019/11/26 00:00:00+00,19,W,F,736,LB651653,1,,N 9,Q,-,1328,VIOLATE AUTOMATIC TRAFFIC SIGNAL,C,44934
2019/11/25 00:00:00+00,38,W,M,1352,LB651650,2,,HOMESTEAD,VAN DORN,PIONEERS,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44935
2019/11/25 00:00:00+00,30,H,F,1805,LB646144,2,,S 8,SOUTH,-,2181,OPERATE M/V W/O HEADLIGHTS/TAILLIGHTS,C,44936
2019/11/22 00:00:00+00,45,W,F,1830,LB639222,1,B9-110111,N 24,S,R,12027,DRIVE WHILE REVOKED/IMPOUNDED (CITY)-1ST,C,44937
2019/11/22 00:00:00+00,45,W,F,1830,LB639222,2,B9-110111,N 24,S,R,11659,LEAVE ACCIDENT-FAIL TO FURNISH INFO/SUBS,C,44938
2019/11/22 00:00:00+00,45,W,F,1830,LB639222,3,B9-110111,N 24,S,R,10822,RECKLESS DRIVING,C,44939
2019/11/22 00:00:00+00,45,W,F,1830,LB639222,4,B9-110111,N 24,S,R,11930,USE HANDHELD COMM DEVICE WHILE DRIVING,C,44940
2019/11/22 00:00:00+00,80,W,F,1547,LB643517,1,B9-109823,N 48,O,R,1344,CHANGE COURSE OF MOTOR VEHICLE W/O SAFETY,C,44941
2019/11/23 00:00:00+00,35,H,M,1320,LB636121,1,B9-110083,N 44,CORNHUSKER,-,2112,NEGLIGENT DRIVING,C,44942
2019/11/24 00:00:00+00,71,W,F,1451,LB646918,1,B9-110400,O,36,37,1342,FOLLOWING ANOTHER VEHICLE TOO CLOSELY,C,44943
2019/11/22 00:00:00+00,31,W,F,15,LB644037,1,,NEBR HWY,S 56,S 48,1684,VIOLATE SPEED LIMIT 11 - 15 OVER,C,44944
2019/11/22 00:00:00+00,39,I,F,2224,LB643445,1,,HAVELOCK,N 63,N 64,2229,OPERATE A MTR VEH W/O LICENSE ON PERSON,C,44945
2019/11/22 00:00:00+00,22,W,F,2250,LB642767,1,,S 40,NEBR HWY,-,1382,NO PROOF OF FINANCIAL RESPONSIBILITY,C,44946
2019/11/24 00:00:00+00,32,A,F,919,LB626912,1,B9-110369,SUPERIOR,N 40,PROGRESSIVE,2087,VIOLATE SPEED LIMIT 21-35 OVER,C,44947
2019/11/24 00:00:00+00,69,I,F,1958,LB648713,1,B9-110489,CORNHUSKER,N 23,N 20,2167,IMPROPER REGISTRATION,C,44948
2019/11/23 00:00:00+00,55,B,M,1024,LB649571,1,B9-110043,E,GOODHUE,S 16,1898,"SUSPENDED LICENSE, ELIGIBLE",C,44949
